#sequenceID	family	LTRtype	start	end
ctgD_rep_0090	RLG_famc10	LTR5	1	523
ctgD_rep_0090	RLG_famc10	LTR3	12841	13368
TREP3243	RLG_famc2	LTR5	3	1611
TREP3243	RLG_famc2	LTR3	5407	7013
ctgB_rep_0091	RLG_famc2	LTR5	1	1525
ctgB_rep_0091	RLG_famc2	LTR3	6059	7564
ctgB_rep_0025	RLC_famc1	LTR5	1	1550
ctgB_rep_0025	RLC_famc1	LTR3	6825	8373
TREP2318	RLG_famc4	LTR5	11	888
TREP2318	RLG_famc4	LTR3	6811	7697
TREP3270	RLX_famc3	LTR5	14	150
TREP3270	RLX_famc3	LTR3	2399	2527
ctgA_rep_0261	RLG_famc3	LTR5	1	3928
ctgA_rep_0261	RLG_famc3	LTR3	8877	12801
ctgD_rep_0241	RLC_famc1	LTR5	3	2008
ctgD_rep_0241	RLC_famc1	LTR3	6834	8801
TREP1416	RLX_famc1	LTR5	6	490
TREP1416	RLX_famc1	LTR3	5311	5795
ctgH_rep_0331	RLG_famc4	LTR5	1	893
ctgH_rep_0331	RLG_famc4	LTR3	6376	7279
ctgI_rep_0127	RLG_famc1	LTR5	1	481
ctgI_rep_0127	RLG_famc1	LTR3	8048	8528
ctgD_rep_0093	RLG_famc2	LTR5	1	1566
ctgD_rep_0093	RLG_famc2	LTR3	5725	7309
rph7_rep_0516	RLG_famc2	LTR5	1	1537
rph7_rep_0516	RLG_famc2	LTR3	4286	5805
ctgF_rep_0169	RLG_famc11	LTR5	1	680
ctgF_rep_0169	RLG_famc11	LTR3	7107	7788
rph7_rep_0202	RLG_famc10	LTR5	1	537
rph7_rep_0202	RLG_famc10	LTR3	13030	13566
rph7_rep_0165	RLC_famc13	LTR5	1	139
rph7_rep_0165	RLC_famc13	LTR3	4720	4858
ctgA_rep_0221	RLG_famc2	LTR5	1	1514
ctgA_rep_0221	RLG_famc2	LTR3	6827	8357
ctgH_rep_0195	RLC_famc1	LTR5	1	1751
ctgH_rep_0195	RLC_famc1	LTR3	7005	8761
ctgA_rep_0448	RLG_famc1	LTR5	1	481
ctgA_rep_0448	RLG_famc1	LTR3	8947	9434
ctgF_rep_0094	RLC_famc7	LTR5	1	2563
ctgF_rep_0094	RLC_famc7	LTR3	8214	10775
TREP3184	RLG_famc1	LTR5	1	471
TREP3184	RLG_famc1	LTR3	9529	9999
ctgB_rep_0017	RLG_famc2	LTR5	1	1590
ctgB_rep_0017	RLG_famc2	LTR3	5598	7165
ctgA_rep_0152	RLC_famc1	LTR5	1	1737
ctgA_rep_0152	RLC_famc1	LTR3	7033	8754
ctgF_rep_0386	RLG_famc2	LTR5	1	1576
ctgF_rep_0386	RLG_famc2	LTR3	5247	6813
ctgF_rep_0252	RLG_famc9	LTR5	1	1184
ctgF_rep_0252	RLG_famc9	LTR3	6681	7864
rph7_rep_0300	RLC_famc1	LTR5	1	1752
rph7_rep_0300	RLC_famc1	LTR3	6890	8640
ctgF_rep_0426	RLX_famc3	LTR5	1	161
ctgF_rep_0426	RLX_famc3	LTR3	2221	2381
ctgH_rep_0326	RLG_famc2	LTR5	1	1569
ctgH_rep_0326	RLG_famc2	LTR3	5474	7044
ctgE_rep_0084	RLX_famc20	LTR5	1	175
ctgE_rep_0084	RLX_famc20	LTR3	1978	2153
ctgB_rep_0088	RLG_famc1	LTR5	2	470
ctgB_rep_0088	RLG_famc1	LTR3	8625	9093
ctgG_rep_0010	RLC_famc2	LTR5	1	1686
ctgG_rep_0010	RLC_famc2	LTR3	8471	10154
ctgB_rep_0249	RLG_famc4	LTR5	1	887
ctgB_rep_0249	RLG_famc4	LTR3	7537	8434
ctgF_rep_0050	RLG_famc9	LTR5	3	1115
ctgF_rep_0050	RLG_famc9	LTR3	10230	11366
ctgD_rep_0280	RLC_famc1	LTR5	1	1749
ctgD_rep_0280	RLC_famc1	LTR3	6848	8597
ctgE_rep_0147	RLC_famc2	LTR5	1	1239
ctgE_rep_0147	RLC_famc2	LTR3	8873	9132
ctgE_rep_0122	RLG_famc1	LTR5	1	474
ctgE_rep_0122	RLG_famc1	LTR3	9519	9991
ctgI_rep_0009	RLG_famc1	LTR5	1	481
ctgI_rep_0009	RLG_famc1	LTR3	8615	9095
ctgA_rep_0286	RLX_famc4	LTR5	1	4113
ctgA_rep_0286	RLX_famc4	LTR3	12744	13339
TREP1440	RLC_famc1	LTR5	6	1745
TREP1440	RLC_famc1	LTR3	6794	8532
ctgD_rep_0306	RLG_famc1	LTR5	1	471
ctgD_rep_0306	RLG_famc1	LTR3	8602	9072
ctgD_rep_0297	RLG_famc2	LTR5	1	1332
ctgD_rep_0297	RLG_famc2	LTR3	6733	8060
ctgF_rep_0056	RLG_famc3	LTR5	1	4036
ctgF_rep_0056	RLG_famc3	LTR3	9328	13388
ctgF_rep_0119	RLG_famc2	LTR5	1	1021
ctgF_rep_0119	RLG_famc2	LTR3	5453	6442
ctgB_rep_0119	RLG_famc1	LTR5	3	472
ctgB_rep_0119	RLG_famc1	LTR3	5577	6045
TREP3272	RLX_famc3	LTR5	1	157
TREP3272	RLX_famc3	LTR3	2350	2506
ctgD_rep_0285	RLG_famc3	LTR5	1	4145
ctgD_rep_0285	RLG_famc3	LTR3	10160	14309
TREP1604	RLC_famc1	LTR5	6	1737
TREP1604	RLC_famc1	LTR3	6994	8721
TREP3165	RLG_famc6	LTR5	1	655
TREP3165	RLG_famc6	LTR3	8733	9388
ctgL_rep_0095	RLG_famc4	LTR5	1	927
ctgL_rep_0095	RLG_famc4	LTR3	7922	8831
TREP1238	RLG_famc3	LTR5	6	4115
TREP1238	RLG_famc3	LTR3	10134	14255
ctgH_rep_0277	RLX_famc1	LTR5	1	482
ctgH_rep_0277	RLX_famc1	LTR3	5266	5747
ctgF_rep_0368	RLC_famc2	LTR5	1	1694
ctgF_rep_0368	RLC_famc2	LTR3	8127	8242
ctgD_rep_0072	RLG_famc4	LTR5	1	862
ctgD_rep_0072	RLG_famc4	LTR3	7579	8433
ctgI_rep_0125	RLG_famc4	LTR5	2	910
ctgI_rep_0125	RLG_famc4	LTR3	8443	9339
ctgC_rep_0013	RLG_famc5	LTR5	1	232
ctgC_rep_0013	RLG_famc5	LTR3	7426	7657
ctgG_rep_0080	RLX_famc8	LTR5	1	1056
ctgG_rep_0080	RLX_famc8	LTR3	7654	8709
ctgA_rep_0201	RLG_famc8	LTR5	1	960
ctgA_rep_0201	RLG_famc8	LTR3	3827	4786
ctgB_rep_0095	RLG_famc2	LTR5	1	1568
ctgB_rep_0095	RLG_famc2	LTR3	5502	7066
ctgB_rep_0027	RLG_famc1	LTR5	1	480
ctgB_rep_0027	RLG_famc1	LTR3	9588	10067
ctgF_rep_0078	RLC_famc1	LTR5	3	1698
ctgF_rep_0078	RLC_famc1	LTR3	6981	8693
TREP1606	RLC_famc1	LTR5	5	1771
TREP1606	RLC_famc1	LTR3	6709	8386
TREP1228	RLG_famc7	LTR5	6	4244
TREP1228	RLG_famc7	LTR3	9874	14111
TREP1236	RLG_famc3	LTR5	6	4203
TREP1236	RLG_famc3	LTR3	8210	12406
ctgB_rep_0161	RLG_famc1	LTR5	1	473
ctgB_rep_0161	RLG_famc1	LTR3	8782	9254
ctgA_rep_0197	RLG_famc3	LTR5	1	4142
ctgA_rep_0197	RLG_famc3	LTR3	10160	14303
ctgD_rep_0080	RLC_famc1	LTR5	1	1723
ctgD_rep_0080	RLC_famc1	LTR3	6760	8481
TREP711	RLC_famc1	LTR5	1	1818
TREP711	RLC_famc1	LTR3	6791	8606
rph7_rep_0533	RLG_famc1	LTR5	1	471
rph7_rep_0533	RLG_famc1	LTR3	7909	8379
TREP3193	RLG_famc1	LTR5	3	471
TREP3193	RLG_famc1	LTR3	8640	9108
ctgE_rep_0079	RLG_famc2	LTR5	1	1539
ctgE_rep_0079	RLG_famc2	LTR3	5843	7400
TREP3131	RLC_famc2	LTR5	1	1685
TREP3131	RLC_famc2	LTR3	8272	9903
ctgH_rep_0214	RLG_famc2	LTR5	1	1945
ctgH_rep_0214	RLG_famc2	LTR3	6399	8352
ctgB_rep_0127	RLG_famc2	LTR5	1	1572
ctgB_rep_0127	RLG_famc2	LTR3	5217	6800
ctgF_rep_0179	RLG_famc8	LTR5	1	916
ctgF_rep_0179	RLG_famc8	LTR3	6902	7820
TREP1442	RLC_famc1	LTR5	4	1741
TREP1442	RLC_famc1	LTR3	6912	8664
ctgF_rep_0120	RLC_famc1	LTR5	1	1699
ctgF_rep_0120	RLC_famc1	LTR3	6985	8694
TREP3241	RLG_famc2	LTR5	1	1565
TREP3241	RLG_famc2	LTR3	6561	8126
TREP251	RLX_famc14	LTR5	5	268
TREP251	RLX_famc14	LTR3	1719	1982
ctgF_rep_0063	RLG_famc1	LTR5	1	481
ctgF_rep_0063	RLG_famc1	LTR3	9560	10038
ctgF_rep_0206	RLG_famc4	LTR5	1	919
ctgF_rep_0206	RLG_famc4	LTR3	8357	9294
ctgA_rep_0205	RLG_famc4	LTR5	1	927
ctgA_rep_0205	RLG_famc4	LTR3	8054	8977
rph7_rep_0145	RLG_famc1	LTR5	1	472
rph7_rep_0145	RLG_famc1	LTR3	9504	9976
ctgI_rep_0026	RLG_famc13	LTR5	1	4121
ctgI_rep_0026	RLG_famc13	LTR3	7358	11483
TREP1527	RLC_famc4	LTR5	6	1398
TREP1527	RLC_famc4	LTR3	10902	11008
rph7_rep_0210	RLC_famc1	LTR5	1	1779
rph7_rep_0210	RLC_famc1	LTR3	6785	8565
TREP3264	RLG_famc5	LTR5	1	1370
TREP3264	RLG_famc5	LTR3	8136	9497
ctgG_rep_0111	RLG_famc2	LTR5	1	1606
ctgG_rep_0111	RLG_famc2	LTR3	4979	6555
TREP1308	RLG_famc15	LTR5	6	554
TREP1308	RLG_famc15	LTR3	12012	12561
TREP3183	RLG_famc1	LTR5	1	471
TREP3183	RLG_famc1	LTR3	9444	9914
ctgI_rep_0082	RLG_famc1	LTR5	1	471
ctgI_rep_0082	RLG_famc1	LTR3	8389	8861
ctgH_rep_0153	RLG_famc2	LTR5	1	1626
ctgH_rep_0153	RLG_famc2	LTR3	4955	5071
TREP255	RLX_famc9	LTR5	6	379
TREP255	RLX_famc9	LTR3	2152	2525
ctgA_rep_0413	RLG_famc5	LTR5	1	1399
ctgA_rep_0413	RLG_famc5	LTR3	8020	9376
ctgF_rep_0345	RLG_famc2	LTR5	1	1579
ctgF_rep_0345	RLG_famc2	LTR3	6723	8293
TREP22	RLC_famc5	LTR5	6	208
TREP22	RLC_famc5	LTR3	4976	5177
ctgA_rep_0227	RLG_famc2	LTR5	1	1573
ctgA_rep_0227	RLG_famc2	LTR3	5573	7144
ctgG_rep_0021	RLC_famc1	LTR5	1	1721
ctgG_rep_0021	RLC_famc1	LTR3	6942	8662
ctgE_rep_0184	RLG_famc3	LTR5	1	4086
ctgE_rep_0184	RLG_famc3	LTR3	9027	13109
TREP3136	RLC_famc1	LTR5	1	1813
TREP3136	RLC_famc1	LTR3	7101	8935
ctgK_rep_0047	RLG_famc8	LTR5	1	980
ctgK_rep_0047	RLG_famc8	LTR3	3805	4785
ctgD_rep_0324	RLG_famc5	LTR5	1	1405
ctgD_rep_0324	RLG_famc5	LTR3	8107	9463
ctgD_rep_0244	RLG_famc11	LTR5	1	2053
ctgD_rep_0244	RLG_famc11	LTR3	8069	10153
TREP262	RLC_famc1	LTR5	3	1734
TREP262	RLC_famc1	LTR3	7039	8764
ctgF_rep_0152	RLG_famc3	LTR5	1	4169
ctgF_rep_0152	RLG_famc3	LTR3	8198	12379
ctgE_rep_0165	RLG_famc1	LTR5	1	472
ctgE_rep_0165	RLG_famc1	LTR3	3867	4338
ctgE_rep_0186	RLG_famc15	LTR5	1	580
ctgE_rep_0186	RLG_famc15	LTR3	11795	12373
TREP1637	RLG_famc22	LTR5	6	514
TREP1637	RLG_famc22	LTR3	12547	13055
ctgH_rep_0296	RLG_famc3	LTR5	1	703
ctgH_rep_0296	RLG_famc3	LTR3	8811	9504
ctgB_rep_0208	RLG_famc6	LTR5	1	967
ctgB_rep_0208	RLG_famc6	LTR3	8648	9616
ctgF_rep_0038	RLG_famc10	LTR5	1	524
ctgF_rep_0038	RLG_famc10	LTR3	12650	13173
rph7_rep_0385	RLG_famc1	LTR5	1	520
rph7_rep_0385	RLG_famc1	LTR3	9577	10096
ctgE_rep_0150	RLG_famc1	LTR5	1	471
ctgE_rep_0150	RLG_famc1	LTR3	9548	10017
TREP3524	RLX_famc2	LTR5	1	283
TREP3524	RLX_famc2	LTR3	450	733
rph7_rep_0440	RLC_famc1	LTR5	3	1723
rph7_rep_0440	RLC_famc1	LTR3	6991	8689
ctgI_rep_0152	RLC_famc1	LTR5	1	1739
ctgI_rep_0152	RLC_famc1	LTR3	6997	8736
ctgF_rep_0089	RLG_famc1	LTR5	1	471
ctgF_rep_0089	RLG_famc1	LTR3	8143	8614
ctgF_rep_0327	RLC_famc1	LTR5	3	1725
ctgF_rep_0327	RLC_famc1	LTR3	6960	8699
TREP3226	RLG_famc2	LTR5	5	1652
TREP3226	RLG_famc2	LTR3	5541	7183
ctgG_rep_0112	RLX_famc11	LTR5	1	1117
ctgG_rep_0112	RLX_famc11	LTR3	7692	8813
ctgA_rep_0431	RLG_famc2	LTR5	1	1568
ctgA_rep_0431	RLG_famc2	LTR3	6064	7641
TREP3219	RLG_famc9	LTR5	1	1031
TREP3219	RLG_famc9	LTR3	5003	5113
TREP111	RLC_famc1	LTR5	6	1740
TREP111	RLC_famc1	LTR3	6745	8483
ctgD_rep_0048	RLG_famc11	LTR5	1	3156
ctgD_rep_0048	RLG_famc11	LTR3	6797	9935
sr2_rep_0112	RLG_famc1	LTR5	1	471
sr2_rep_0112	RLG_famc1	LTR3	9529	9999
ctgL_rep_0049	RLX_famc13	LTR5	1	3608
ctgL_rep_0049	RLX_famc13	LTR3	9326	12927
TREP1403	RLC_famc1	LTR5	5	1823
TREP1403	RLC_famc1	LTR3	6796	8615
ctgA_rep_0260	RLG_famc4	LTR5	1	881
ctgA_rep_0260	RLG_famc4	LTR3	8442	9351
ctgB_rep_0084	RLG_famc2	LTR5	1	1666
ctgB_rep_0084	RLG_famc2	LTR3	5282	6977
ctgF_rep_0128	RLG_famc4	LTR5	1	916
ctgF_rep_0128	RLG_famc4	LTR3	6552	7465
TREP1405	RLC_famc1	LTR5	5	1831
TREP1405	RLC_famc1	LTR3	6885	8722
ctgE_rep_0014	RLG_famc5	LTR5	1	1411
ctgE_rep_0014	RLG_famc5	LTR3	8146	9554
rph7_rep_0335	RLG_famc1	LTR5	1	466
rph7_rep_0335	RLG_famc1	LTR3	9857	10323
ctgF_rep_0428	RLG_famc4	LTR5	1	874
ctgF_rep_0428	RLG_famc4	LTR3	6376	7249
ctgE_rep_0173	RLG_famc2	LTR5	1	1573
ctgE_rep_0173	RLG_famc2	LTR3	5072	6679
TREP713	RLG_famc2	LTR5	1	1564
TREP713	RLG_famc2	LTR3	5407	6948
TREP3150	RLC_famc16	LTR5	1	157
TREP3150	RLC_famc16	LTR3	4879	5035
ctgF_rep_0456	RLG_famc2	LTR5	1	1504
ctgF_rep_0456	RLG_famc2	LTR3	5790	7319
ctgE_rep_0133	RLC_famc2	LTR5	2	1553
ctgE_rep_0133	RLC_famc2	LTR3	8211	9785
ctgK_rep_0014	RLG_famc8	LTR5	1	984
ctgK_rep_0014	RLG_famc8	LTR3	3807	4790
ctgF_rep_0186	RLG_famc1	LTR5	1	470
ctgF_rep_0186	RLG_famc1	LTR3	8433	8902
ctgE_rep_0157	RLG_famc15	LTR5	1	535
ctgE_rep_0157	RLG_famc15	LTR3	9575	10108
ctgB_rep_0008	RLC_famc1	LTR5	1	1684
ctgB_rep_0008	RLC_famc1	LTR3	7071	8780
ctgA_rep_0305	RLG_famc1	LTR5	1	471
ctgA_rep_0305	RLG_famc1	LTR3	8566	9036
TREP840	RLC_famc1	LTR5	6	282
TREP840	RLC_famc1	LTR3	6916	7192
ctgC_rep_0036	RLX_famc4	LTR5	1	3983
ctgC_rep_0036	RLX_famc4	LTR3	12605	13071
ctgF_rep_0295	RLG_famc1	LTR5	1	472
ctgF_rep_0295	RLG_famc1	LTR3	8552	9023
TREP1639	RLC_famc19	LTR5	6	113
TREP1639	RLC_famc19	LTR3	3966	4073
rph7_rep_0543	RLC_famc1	LTR5	1	1787
rph7_rep_0543	RLC_famc1	LTR3	6905	8692
TREP3195	RLG_famc1	LTR5	5	472
TREP3195	RLG_famc1	LTR3	8578	9045
ctgH_rep_0207	RLG_famc1	LTR5	1	482
ctgH_rep_0207	RLG_famc1	LTR3	6136	6616
ctgH_rep_0111	RLG_famc13	LTR5	1	3747
ctgH_rep_0111	RLG_famc13	LTR3	7968	11699
ctgL_rep_0077	RLG_famc3	LTR5	1	4208
ctgL_rep_0077	RLG_famc3	LTR3	8179	12379
rph7_rep_0558	RLX_famc9	LTR5	4	376
rph7_rep_0558	RLX_famc9	LTR3	2740	3112
TREP1438	RLG_famc6	LTR5	6	1525
TREP1438	RLG_famc6	LTR3	8652	10151
ctgF_rep_0086	RLG_famc19	LTR5	1	1333
ctgF_rep_0086	RLG_famc19	LTR3	5009	6387
ctgB_rep_0148	RLC_famc1	LTR5	1	1734
ctgB_rep_0148	RLC_famc1	LTR3	6774	8493
TREP2266	RLG_famc1	LTR5	1	470
TREP2266	RLG_famc1	LTR3	9525	9994
TREP706	RLC_famc1	LTR5	1	1783
TREP706	RLC_famc1	LTR3	7069	8842
ctgA_rep_0027	RLX_famc3	LTR5	1	150
ctgA_rep_0027	RLX_famc3	LTR3	2106	2260
TREP3160	RLC_famc1	LTR5	1	1748
TREP3160	RLC_famc1	LTR3	6916	8670
ctgH_rep_0116	RLG_famc2	LTR5	1	1572
ctgH_rep_0116	RLG_famc2	LTR3	6679	8281
rph7_rep_0578	RLG_famc2	LTR5	1	1626
rph7_rep_0578	RLG_famc2	LTR3	4154	4272
ctgI_rep_0036	RLC_famc1	LTR5	1	1755
ctgI_rep_0036	RLC_famc1	LTR3	7003	8761
ctgH_rep_0079	RLG_famc6	LTR5	1	1516
ctgH_rep_0079	RLG_famc6	LTR3	7404	8914
ctgA_rep_0154	RLC_famc1	LTR5	1	1737
ctgA_rep_0154	RLC_famc1	LTR3	9061	9333
ctgH_rep_0231	RLG_famc14	LTR5	1	1161
ctgH_rep_0231	RLG_famc14	LTR3	12772	13947
ctgB_rep_0225	RLG_famc6	LTR5	3	1471
ctgB_rep_0225	RLG_famc6	LTR3	8588	10105
ctgD_rep_0273	RLC_famc2	LTR5	1	1656
ctgD_rep_0273	RLC_famc2	LTR3	8239	9872
ctgF_rep_0442	RLG_famc11	LTR5	1	2020
ctgF_rep_0442	RLG_famc11	LTR3	11000	11596
ctgA_rep_0353	RLG_famc2	LTR5	1	1571
ctgA_rep_0353	RLG_famc2	LTR3	6738	8303
ctgH_rep_0117	RLG_famc10	LTR5	1	521
ctgH_rep_0117	RLG_famc10	LTR3	12744	13266
rph7_rep_0238	RLX_famc13	LTR5	1	3524
rph7_rep_0238	RLX_famc13	LTR3	9065	12614
ctgB_rep_0176	RLG_famc2	LTR5	1	1537
ctgB_rep_0176	RLG_famc2	LTR3	5949	7484
rph7_rep_0380	RLG_famc2	LTR5	1	1565
rph7_rep_0380	RLG_famc2	LTR3	5977	7541
ctgE_rep_0044	RLG_famc4	LTR5	1	901
ctgE_rep_0044	RLG_famc4	LTR3	6382	7284
ctgL_rep_0006	RLG_famc4	LTR5	1	894
ctgL_rep_0006	RLG_famc4	LTR3	7952	8846
TREP3251	RLG_famc2	LTR5	1	1555
TREP3251	RLG_famc2	LTR3	5738	7298
ctgE_rep_0065	RLG_famc5	LTR5	1	1411
ctgE_rep_0065	RLG_famc5	LTR3	7294	8704
TREP3171	RLG_famc9	LTR5	6	1090
TREP3171	RLG_famc9	LTR3	9909	10997
ctgF_rep_0263	RLG_famc1	LTR5	1	517
ctgF_rep_0263	RLG_famc1	LTR3	8574	9094
ctgB_rep_0086	RLG_famc12	LTR5	1	1572
ctgB_rep_0086	RLG_famc12	LTR3	5507	7052
ctgF_rep_0337	RLG_famc1	LTR5	1	473
ctgF_rep_0337	RLG_famc1	LTR3	8207	8679
TREP3228	RLG_famc2	LTR5	1	1525
TREP3228	RLG_famc2	LTR3	6509	8056
rph7_rep_0384	RLG_famc9	LTR5	1	914
rph7_rep_0384	RLG_famc9	LTR3	12242	13155
ctgE_rep_0138	RLG_famc11	LTR5	39	2722
ctgE_rep_0138	RLG_famc11	LTR3	8299	10871
ctgF_rep_0076	RLG_famc2	LTR5	1	291
ctgF_rep_0076	RLG_famc2	LTR3	6858	7148
ctgI_rep_0006	RLG_famc8	LTR5	3	890
ctgI_rep_0006	RLG_famc8	LTR3	6760	7672
ctgD_rep_0233	RLG_famc1	LTR5	1	472
ctgD_rep_0233	RLG_famc1	LTR3	8594	9065
rph7_rep_0479	RLG_famc5	LTR5	1	1434
rph7_rep_0479	RLG_famc5	LTR3	8219	9608
TREP1415	RLG_famc1	LTR5	5	477
TREP1415	RLG_famc1	LTR3	9555	10023
ctgB_rep_0020	RLC_famc1	LTR5	1	1732
ctgB_rep_0020	RLC_famc1	LTR3	6984	8714
ctgB_rep_0247	RLC_famc18	LTR5	3	988
ctgB_rep_0247	RLC_famc18	LTR3	6505	7500
TREP3205	RLG_famc3	LTR5	1	4131
TREP3205	RLG_famc3	LTR3	10147	14281
ctgD_rep_0217	RLG_famc14	LTR5	3	1199
ctgD_rep_0217	RLG_famc14	LTR3	12735	13944
rph7_rep_0003	RLC_famc7	LTR5	1	2250
rph7_rep_0003	RLC_famc7	LTR3	8242	10619
ctgB_rep_0141	RLG_famc1	LTR5	3	471
ctgB_rep_0141	RLG_famc1	LTR3	8774	9241
ctgD_rep_0225	RLG_famc1	LTR5	1	472
ctgD_rep_0225	RLG_famc1	LTR3	8639	9109
TREP127	RLC_famc2	LTR5	1	1672
TREP127	RLC_famc2	LTR3	7654	7763
rph7_rep_0213	RLC_famc1	LTR5	1	1741
rph7_rep_0213	RLC_famc1	LTR3	6984	8712
TREP3268	RLG_famc5	LTR5	1	618
TREP3268	RLG_famc5	LTR3	5571	6190
ctgC_rep_0028	RLC_famc20	LTR5	1	144
ctgC_rep_0028	RLC_famc20	LTR3	5318	5461
TREP3159	RLC_famc1	LTR5	1	1779
TREP3159	RLC_famc1	LTR3	6905	8682
ctgE_rep_0163	RLG_famc1	LTR5	1	472
ctgE_rep_0163	RLG_famc1	LTR3	9508	9979
rph7_rep_0395	RLG_famc1	LTR5	3	469
rph7_rep_0395	RLG_famc1	LTR3	8128	8594
ctgB_rep_0220	RLC_famc1	LTR5	1	1739
ctgB_rep_0220	RLC_famc1	LTR3	7003	8765
ctgA_rep_0151	RLC_famc2	LTR5	3	1683
ctgA_rep_0151	RLC_famc2	LTR3	7765	9451
TREP3141	RLC_famc1	LTR5	1	1736
TREP3141	RLC_famc1	LTR3	7007	8765
rph7_rep_0432	RLC_famc1	LTR5	1	1299
rph7_rep_0432	RLC_famc1	LTR3	6955	8254
ctgF_rep_0415	RLC_famc3	LTR5	1	1496
ctgF_rep_0415	RLC_famc3	LTR3	12227	12443
ctgF_rep_0085	RLG_famc11	LTR5	1	2632
ctgF_rep_0085	RLG_famc11	LTR3	8085	10750
ctgD_rep_0304	RLX_famc5	LTR5	3	4422
ctgD_rep_0304	RLX_famc5	LTR3	7690	12110
TREP3157	RLC_famc1	LTR5	1	1746
TREP3157	RLC_famc1	LTR3	6892	8638
ctgA_rep_0111	RLG_famc3	LTR5	1	4054
ctgA_rep_0111	RLG_famc3	LTR3	10070	14124
ctgE_rep_0101	RLG_famc3	LTR5	1	3496
ctgE_rep_0101	RLG_famc3	LTR3	11574	12204
ctgF_rep_0416	RLG_famc7	LTR5	1	1593
ctgF_rep_0416	RLG_famc7	LTR3	7589	9186
ctgA_rep_0129	RLC_famc1	LTR5	3	1721
ctgA_rep_0129	RLC_famc1	LTR3	7024	8739
ctgB_rep_0178	RLG_famc1	LTR5	1	472
ctgB_rep_0178	RLG_famc1	LTR3	8107	8578
ctgA_rep_0173	RLG_famc15	LTR5	1	524
ctgA_rep_0173	RLG_famc15	LTR3	11720	12242
TREP3456	RLC_famc2	LTR5	1	1686
TREP3456	RLC_famc2	LTR3	8703	8816
ctgB_rep_0023	XXX_famc18	LTR5	1	633
ctgB_rep_0023	XXX_famc18	LTR3	5007	5639
TREP3162	RLG_famc6	LTR5	1	1521
TREP3162	RLG_famc6	LTR3	8748	10270
ctgD_rep_0082	RLC_famc6	LTR5	1	271
ctgD_rep_0082	RLC_famc6	LTR3	5733	5857
TREP96	RLC_famc1	LTR5	6	1783
TREP96	RLC_famc1	LTR3	6959	8737
ctgI_rep_0066	RLG_famc9	LTR5	1	904
ctgI_rep_0066	RLG_famc9	LTR3	9532	10401
ctgE_rep_0038	RLG_famc5	LTR5	1	1420
ctgE_rep_0038	RLG_famc5	LTR3	8160	9589
TREP23	RLC_famc1	LTR5	6	1745
TREP23	RLC_famc1	LTR3	8736	10470
ctgF_rep_0160	RLG_famc1	LTR5	1	471
ctgF_rep_0160	RLG_famc1	LTR3	8607	9077
ctgK_rep_0052	RLG_famc8	LTR5	1	321
ctgK_rep_0052	RLG_famc8	LTR3	2837	3157
ctgF_rep_0145	RLG_famc1	LTR5	1	473
ctgF_rep_0145	RLG_famc1	LTR3	9495	9967
ctgA_rep_0181	RLC_famc1	LTR5	1	1712
ctgA_rep_0181	RLC_famc1	LTR3	6812	8520
ctgA_rep_0179	RLG_famc15	LTR5	1	436
ctgA_rep_0179	RLG_famc15	LTR3	12662	13085
ctgF_rep_0123	RLX_famc1	LTR5	6	423
ctgF_rep_0123	RLX_famc1	LTR3	5697	6112
ctgH_rep_0297	RLC_famc2	LTR5	1	1677
ctgH_rep_0297	RLC_famc2	LTR3	7601	7725
TREP3128	RLC_famc1	LTR5	1	1734
TREP3128	RLC_famc1	LTR3	6831	8561
TREP792	RLC_famc1	LTR5	6	1724
TREP792	RLC_famc1	LTR3	6983	8717
ctgI_rep_0071	RLG_famc4	LTR5	1	907
ctgI_rep_0071	RLG_famc4	LTR3	7714	8622
ctgD_rep_0143	RLG_famc1	LTR5	1	473
ctgD_rep_0143	RLG_famc1	LTR3	8633	9087
TREP2236	RLC_famc1	LTR5	1	1762
TREP2236	RLC_famc1	LTR3	7053	8832
ctgF_rep_0164	RLC_famc2	LTR5	1	2258
ctgF_rep_0164	RLC_famc2	LTR3	9226	9436
rph7_rep_0207	RLG_famc5	LTR5	1	1413
rph7_rep_0207	RLG_famc5	LTR3	8153	9575
ctgA_rep_0074	RLG_famc9	LTR5	1	981
ctgA_rep_0074	RLG_famc9	LTR3	4102	5082
ctgD_rep_0071	RLG_famc1	LTR5	1	464
ctgD_rep_0071	RLG_famc1	LTR3	8688	9151
TREP3176	RLG_famc2	LTR5	1	1518
TREP3176	RLG_famc2	LTR3	5762	7293
ctgD_rep_0070	RLG_famc2	LTR5	3	1667
ctgD_rep_0070	RLG_famc2	LTR3	6181	7869
sr2_rep_0052	RLC_famc1	LTR5	3	1751
sr2_rep_0052	RLC_famc1	LTR3	7011	8751
ctgA_rep_0380	RLG_famc2	LTR5	1	1543
ctgA_rep_0380	RLG_famc2	LTR3	6755	8306
ctgH_rep_0148	RLG_famc9	LTR5	1	1180
ctgH_rep_0148	RLG_famc9	LTR3	9536	10719
sr2_rep_0132	RLX_famc16	LTR5	1	544
sr2_rep_0132	RLX_famc16	LTR3	1462	2012
sr2_rep_0234	RLG_famc14	LTR5	1	578
sr2_rep_0234	RLG_famc14	LTR3	12447	13023
ctgF_rep_0074	RLG_famc14	LTR5	1	1120
ctgF_rep_0074	RLG_famc14	LTR3	12673	13793
