#copieID	classif_28_02_2013
ctgF_rep_0383	RLG_famc3.1
ctgA_rep_0371	RLG_famc3.1
ctgF_rep_0338	RLG_famc3.3
ctgB_rep_0013	RLG_famc3.2
ctgA_rep_0403	RLG_famc3.2
ctgA_rep_0404	RLG_famc3.4
ctgA_rep_0406	RLG_famc3.1
ctgL_rep_0085	RLG_famc14
ctgH_rep_0322	RLG_famc14
ctgD_rep_0217	RLG_famc14
ctgA_rep_0209	RLG_famc14
rph7_rep_0521	RLG_famc14
ctgH_rep_0231	RLG_famc14
rph7_rep_0390	RLG_famc14
ctgF_rep_0074	RLG_famc14
ctgL_rep_0060	RLG_famc14
ctgA_rep_0429	RLG_famc14
ctgF_rep_0136	RLG_famc14
sr2_rep_0234	RLG_famc14
ctgH_rep_0084	RLG_famc14
ctgF_rep_0268	RLG_famc14
ctgF_rep_0141	RLG_famc21
ctgI_rep_0004	RLG_famc14
sr2_rep_0100	DTC_famc4.2
ctgF_rep_0275	DTC_famc4.1
ctgC_rep_0034	DTC_famc4.1
ctgE_rep_0141	DTC_famc4.1
ctgE_rep_0123	DTC_famc4.2
ctgH_rep_0299	DTC_famc4.1
ctgL_rep_0062	DTC_famc4.1
rph7_rep_0299	RLC_famc3.4
ctgF_rep_0302	RLC_famc3.4
ctgF_rep_0418	RLC_famc3.4
ctgF_rep_0044	RLC_famc3.4
ctgH_rep_0045	RLC_famc3.4
ctgB_rep_0110	RLC_famc3.4
ctgA_rep_0109	RLC_famc3.4
ctgF_rep_0415	RLC_famc3.4
rph7_rep_0573	RLC_famc3.3
ctgA_rep_0176	RLC_famc3.3
ctgH_rep_0154	RLC_famc3.3
ctgG_rep_0147	RLC_famc3.3
sr2_rep_0020	RLC_famc3.4
ctgF_rep_0247	DXX_famc1
sr2_rep_0034	DTM_famc8
sr2_rep_0068	RIX_famc1
ctgC_rep_0094	DTX_famn35
ctgI_rep_0063	DTX_famn35
ctgF_rep_0128	RLG_famc4.1
ctgH_rep_0333	RLG_famc4.2
ctgA_rep_0267	RLG_famc4.3
ctgH_rep_0283	RLG_famc4.1
ctgA_rep_0318	RLG_famc4.1
ctgE_rep_0169	RLG_famc4.2
ctgB_rep_0249	RLG_famc4.3
ctgA_rep_0435	RLG_famc4.3
ctgB_rep_0192	RLG_famc4.1
ctgH_rep_0331	RLG_famc4.2
ctgA_rep_0276	RLG_famc4.2
ctgI_rep_0141	RLG_famc4.1
ctgA_rep_0370	RLG_famc4.3
ctgA_rep_0399	RLG_famc4.3
ctgA_rep_0443	RLG_famc4.3
ctgB_rep_0047	RLG_famc4.1
ctgI_rep_0125	RLG_famc4.1
ctgI_rep_0071	RLG_famc4.3
ctgF_rep_0253	RLG_famc4.1
ctgF_rep_0428	RLG_famc4.2
ctgG_rep_0056	RLG_famc4.2
ctgA_rep_0205	RLG_famc4.3
ctgE_rep_0044	RLG_famc4.2
ctgL_rep_0095	RLG_famc4.3
ctgE_rep_0045	RLG_famc4.1
ctgA_rep_0252	RLG_famc4.3
ctgA_rep_0259	RLG_famc4.1
ctgA_rep_0260	RLG_famc4.1
ctgL_rep_0082	RLG_famc4.3
ctgL_rep_0081	RLG_famc4.1
ctgA_rep_0270	RLG_famc4.2
ctgD_rep_0072	RLG_famc4.3
ctgD_rep_0131	RLG_famc4.1
ctgA_rep_0417	RLG_famc4.3
ctgA_rep_0418	RLG_famc4.3
ctgA_rep_0449	RLG_famc4.2
ctgL_rep_0015	RLG_famc4.1
ctgA_rep_0072	RLG_famc4.1
ctgF_rep_0206	RLG_famc4.1
ctgD_rep_0214	RLG_famc4.1
ctgA_rep_0005	DTT_famn28
ctgA_rep_0187	DTT_famn28
ctgA_rep_0022	DTT_famn28
rph7_rep_0186	DTT_famn28
ctgG_rep_0104	DTT_famn28
ctgA_rep_0025	DTT_famn28
ctgH_rep_0066	DTT_famn28
ctgB_rep_0044	RLG_famc9.1
ctgF_rep_0241	RLG_famc9.1
ctgA_rep_0195	RLC_famc8
rph7_rep_0101	DTH_famn1
ctgE_rep_0015	DTH_famn1
rph7_rep_0331	DTH_famn1
rph7_rep_0016	DTH_famn1
ctgH_rep_0245	DTT_famn29
ctgH_rep_0324	DTT_famn29
ctgA_rep_0300	DTT_famn29
ctgD_rep_0337	DTT_famc7
ctgD_rep_0180	DTT_famn29
rph7_rep_0460	DTT_famn29
rph7_rep_0345	DTT_famn29
ctgH_rep_0262	DTT_famn29
ctgD_rep_0118	DTT_famn29
ctgA_rep_0389	DTT_famn29
sr2_rep_0162	DTT_famn29
sr2_rep_0259	DTT_famn29
ctgF_rep_0220	DTT_famn29
ctgF_rep_0182	DTT_famn29
ctgI_rep_0075	DTT_famn29
ctgB_rep_0183	DTT_famn29
ctgB_rep_0107	DTT_famn29
rph7_rep_0436	DTT_famn29
ctgF_rep_0013	DTT_famn29
ctgC_rep_0054	DTT_famn29
sr2_rep_0188	DTT_famn29
rph7_rep_0461	DTT_famn29
ctgA_rep_0232	DTC_famc10.2
ctgA_rep_0248	DTC_famc10.2
rph7_rep_0060	DTX_famn16
rph7_rep_0405	DTT_famn31
rph7_rep_0014	DTT_famn8
ctgF_rep_0213	DTT_famn31
ctgA_rep_0469	DTT_famn31
ctgH_rep_0099	DTX_famn32
ctgD_rep_0037	DTT_famn31
ctgD_rep_0086	DTT_famn31
ctgC_rep_0006	DTT_famn31
ctgH_rep_0197	DTT_famn8
ctgB_rep_0106	DTT_famn31
rph7_rep_0549	DTT_famn31
ctgD_rep_0336	DTT_famn5
ctgA_rep_0231	DTT_famn31
ctgD_rep_0066	DTT_famn31
ctgA_rep_0214	DTT_famn5
rph7_rep_0349	DTT_famn8
ctgD_rep_0338	DTT_famn31
ctgC_rep_0075	DTT_famn31
rph7_rep_0538	DTT_famn31
ctgG_rep_0022	DTT_famn31
ctgD_rep_0181	DTT_famn5
ctgI_rep_0080	DTT_famn31
ctgH_rep_0126	DTT_famn31
ctgC_rep_0005	DTT_famn31
ctgD_rep_0012	DTT_famn31
rph7_rep_0570	DTT_famn8
ctgH_rep_0329	RLG_famc8.1
ctgK_rep_0051	RLG_famc8.2
ctgH_rep_0268	RLG_famc8.1
ctgK_rep_0049	RLG_famc8.2
ctgK_rep_0047	RLG_famc8.2
ctgG_rep_0155	RLG_famc8.1
ctgA_rep_0201	RLG_famc8.1
ctgK_rep_0066	RLG_famc8.2
ctgK_rep_0033	RLG_famc8.2
ctgK_rep_0027	RLG_famc8.2
ctgK_rep_0025	RLG_famc8.2
ctgG_rep_0130	RLG_famc8.2
ctgK_rep_0014	RLG_famc8.2
ctgK_rep_0005	RLG_famc8.2
ctgG_rep_0030	RLG_famc8.2
ctgK_rep_0004	RLG_famc8.2
ctgK_rep_0052	RLG_famc8.2
ctgD_rep_0048	RLG_famc11.2
ctgD_rep_0122	RLG_famc11.1
rph7_rep_0230	RLG_famc11.3
ctgD_rep_0244	RLG_famc11.3
ctgA_rep_0229	RLG_famc11.1
ctgE_rep_0138	RLG_famc11.3
ctgF_rep_0085	RLG_famc11.3
ctgF_rep_0442	RLG_famc11.1
ctgD_rep_0260	RLG_famc11.3
ctgA_rep_0273	RLG_famc11.3
ctgA_rep_0242	RLG_famc11.1
ctgF_rep_0098	RLG_famc11.3
ctgF_rep_0169	RLG_famc11.1
sr2_rep_0132	RLX_famc16
ctgE_rep_0111	DTH_famc3
rph7_rep_0476	RLG_famc2.6
rph7_rep_0204	RLG_famc2.6
ctgA_rep_0148	RLG_famc2.3
ctgD_rep_0146	RLG_famc2.1
sr2_rep_0050	RLG_famc2.1
ctgA_rep_0215	RLG_famc2.6
rph7_rep_0187	RLG_famc2.1
sr2_rep_0064	RLG_famc2.6
sr2_rep_0076	RLG_famc2.2
ctgB_rep_0164	RLG_famc2.1
ctgB_rep_0127	RLG_famc2.6
ctgB_rep_0211	RLG_famc2.1
ctgE_rep_0009	RLG_famc2.1
ctgB_rep_0118	RLG_famc2.1
ctgI_rep_0095	RLG_famc2.1
ctgI_rep_0093	RLG_famc2.1
sr2_rep_0096	RLG_famc2.1
ctgB_rep_0084	RLG_famc2.3
ctgI_rep_0046	RLG_famc2.1
ctgD_rep_0281	RLG_famc2.1
ctgB_rep_0095	RLG_famc2.6
ctgF_rep_0115	RLG_famc2.6
ctgF_rep_0144	RLG_famc2.6
ctgF_rep_0194	RLG_famc2.6
ctgB_rep_0073	RLG_famc5.2
ctgI_rep_0007	RLG_famc2.6
ctgF_rep_0204	RLG_famc2.1
ctgB_rep_0017	RLG_famc2.6
ctgB_rep_0016	RLG_famc2.1
rph7_rep_0579	RLG_famc2.6
ctgG_rep_0135	RLG_famc27
ctgH_rep_0116	RLG_famc2.1
ctgB_rep_0053	RLG_famc2.3
ctgA_rep_0303	RLG_famc2.3
rph7_rep_0520	RLG_famc2.3
ctgG_rep_0071	RLG_famc2.1
ctgA_rep_0221	RLG_famc2.5
ctgG_rep_0050	RLG_famc2.1
ctgH_rep_0153	RLG_famc2.3
ctgE_rep_0035	RLG_famc2.6
ctgD_rep_0320	RLG_famc12.3
ctgH_rep_0258	RLG_famc2.1
ctgF_rep_0076	RLG_famc2.6
rph7_rep_0029	RLG_famc2.6
ctgA_rep_0084	RLG_famc2.1
ctgH_rep_0201	RLG_famc2.3
ctgH_rep_0043	RLG_famc2.6
ctgE_rep_0125	RLG_famc2.3
ctgA_rep_0353	RLG_famc2.1
ctgA_rep_0029	RLG_famc2.5
ctgB_rep_0251	RLG_famc2.3
ctgH_rep_0234	RLG_famc2.6
ctgF_rep_0452	RLG_famc2.1
ctgF_rep_0444	RLG_famc2.3
ctgF_rep_0119	RLG_famc2.6
ctgD_rep_0297	RLG_famc2.1
ctgE_rep_0171	RLG_famc2.1
ctgH_rep_0271	RLG_famc2.6
ctgA_rep_0339	RLG_famc2.3
ctgD_rep_0034	RLG_famc2.6
ctgH_rep_0314	RLG_famc2.3
rph7_rep_0368	RLG_famc2.3
ctgD_rep_0102	RLG_famc2.6
ctgF_rep_0096	RLG_famc2.3
ctgD_rep_0134	RLG_famc2.6
ctgH_rep_0317	RLG_famc2.1
ctgD_rep_0218	RLG_famc2.6
ctgE_rep_0136	RLG_famc2.1
ctgF_rep_0386	RLG_famc2.6
ctgA_rep_0377	RLG_famc2.6
ctgD_rep_0325	RLG_famc2.1
ctgA_rep_0380	RLG_famc2.1
ctgH_rep_0326	RLG_famc2.6
ctgA_rep_0382	RLG_famc2.1
ctgF_rep_0382	RLG_famc2.1
ctgF_rep_0379	RLG_famc2.4
ctgH_rep_0334	RLG_famc2.1
ctgF_rep_0363	RLG_famc2.1
ctgA_rep_0061	RLG_famc2.6
ctgE_rep_0113	RLG_famc2.1
ctgF_rep_0345	RLG_famc2.1
ctgA_rep_0431	RLG_famc2.1
ctgD_rep_0070	RLG_famc2.3
ctgA_rep_0453	RLG_famc2.6
ctgF_rep_0325	RLG_famc2.3
rph7_rep_0033	RLG_famc2.6
ctgF_rep_0308	RLG_famc2.1
rph7_rep_0209	RLG_famc2.1
ctgD_rep_0093	RLG_famc2.6
ctgA_rep_0227	RLG_famc2.6
rph7_rep_0380	RLG_famc2.6
ctgD_rep_0259	RLG_famc12.1
ctgD_rep_0228	RLG_famc12.1
ctgH_rep_0232	RLG_famc12.1
ctgH_rep_0017	RLG_famc2.3
ctgI_rep_0045	RLG_famc12.3
ctgG_rep_0009	RLG_famc2.3
rph7_rep_0578	RLG_famc2.3
rph7_rep_0435	RLG_famc2.3
rph7_rep_0023	RLG_famc2.3
rph7_rep_0247	RLG_famc5.2
rph7_rep_0046	RLG_famc2.3
ctgF_rep_0184	RLG_famc5.2
ctgF_rep_0207	RLG_famc5.2
ctgF_rep_0264	RLG_famc2.3
rph7_rep_0393	RLG_famc2.3
ctgF_rep_0293	RLG_famc12.1
ctgF_rep_0294	RLG_famc2.3
rph7_rep_0304	RLG_famc5.2
ctgB_rep_0086	RLG_famc12.3
ctgF_rep_0131	RLG_famc5.2
ctgF_rep_0099	RLG_famc5.2
ctgB_rep_0071	RLG_famc5.2
ctgH_rep_0149	RLG_famc2.3
ctgH_rep_0053	RLG_famc5.2
ctgE_rep_0010	RLG_famc5.2
ctgB_rep_0246	DTC_famc5
sr2_rep_0108	DTM_famn2
rph7_rep_0544	RIX_famc8
ctgE_rep_0091	DTT_famn4
ctgF_rep_0346	DTT_famn20
ctgI_rep_0087	DTT_famn4
ctgF_rep_0272	DTX_famn1
ctgF_rep_0322	DTX_famn1
ctgF_rep_0353	DTT_famn4
ctgD_rep_0282	RLG_famc7.1
ctgF_rep_0451	RLG_famc7.1
ctgL_rep_0059	RLG_famc7.4
ctgG_rep_0116	RLG_famc7.1
ctgG_rep_0048	RLG_famc7.1
ctgF_rep_0416	RLG_famc7.1
ctgF_rep_0057	RLG_famc7.4
ctgF_rep_0075	RLG_famc7.4
ctgA_rep_0069	RLG_famc7.1
ctgI_rep_0130	RLG_famc7.4
ctgB_rep_0157	RLG_famc7.4
ctgA_rep_0278	RLG_famc7.4
ctgF_rep_0022	RLG_famc7.4
ctgF_rep_0162	RLG_famc7.2
ctgF_rep_0261	RLG_famc7.4
ctgC_rep_0105	RLG_famc7.1
ctgH_rep_0216	RLG_famc7.1
ctgA_rep_0296	RLG_famc7.3
ctgA_rep_0245	RLG_famc7.3
ctgC_rep_0024	RLG_famc7.3
rph7_rep_0054	RLC_famc6
ctgA_rep_0055	RLC_famc6
rph7_rep_0169	RLC_famc6
ctgA_rep_0202	DTC_famc6.1
rph7_rep_0583	DTC_famc6.1
ctgG_rep_0154	DTC_famc6.1
rph7_rep_0588	DTC_famc6.1
rph7_rep_0240	DTC_famc6.1
ctgL_rep_0056	DTC_famc6.1
sr2_rep_0170	DTX_famn1
ctgF_rep_0208	DTT_famn6
sr2_rep_0266	DTT_famn6
ctgE_rep_0020	DTT_famn6
ctgF_rep_0014	DTT_famn6
ctgF_rep_0273	DTT_famn6
ctgA_rep_0299	DTT_famn6
ctgD_rep_0342	DTT_famn6
ctgE_rep_0040	DTT_famn6
ctgA_rep_0330	DTT_famn6
ctgC_rep_0092	DTT_famn6
rph7_rep_0458	DTT_famn6
ctgF_rep_0411	DTT_famn6
ctgA_rep_0306	DTT_famn6
ctgC_rep_0093	DTT_famn6
ctgA_rep_0211	DTT_famn6
ctgE_rep_0033	DTT_famn6
sr2_rep_0236	DTT_famn6
rph7_rep_0547	DTT_famn6
ctgC_rep_0095	DTT_famn6
ctgA_rep_0366	DTT_famn6
ctgF_rep_0399	DTT_famn6
ctgF_rep_0448	DTT_famn6
sr2_rep_0232	DTT_famn6
ctgA_rep_0390	DTT_famn6
ctgH_rep_0089	DTT_famn6
ctgH_rep_0103	DTT_famn6
ctgF_rep_0271	DTT_famn6
rph7_rep_0319	DTT_famn6
ctgH_rep_0263	DTT_famn6
ctgI_rep_0099	DTT_famn6
ctgH_rep_0286	DTT_famn6
sr2_rep_0176	DTT_famn6
rph7_rep_02095	DTT_famn6
ctgA_rep_0004	DTT_famn6
ctgH_rep_0034	DTT_famn6
ctgI_rep_0150	DTT_famn6
ctgH_rep_0287	DTT_famn6
ctgC_rep_0016	DTT_famn6
ctgH_rep_0323	DTT_famn6
ctgA_rep_0468	DTT_famn6
ctgA_rep_0466	DTT_famn6
ctgI_rep_0117	DTT_famn6
ctgF_rep_0320	DTT_famn6
sr2_rep_0235	DTT_famn6
ctgE_rep_0108	DTT_famn6
ctgF_rep_0154	DTT_famn6
sr2_rep_0035	DTT_famn6
rph7_rep_0189	DTT_famn6
rph7_rep_0188	DTT_famn6
ctgC_rep_0053	DTT_famn6
sr2_rep_0210	DTT_famn6
sr2_rep_0206	DTT_famn6
ctgA_rep_0023	DTT_famn6
ctgD_rep_0275	DTT_famn6
rph7_rep_0399	DTT_famn6
sr2_rep_0159	DTT_famn6
sr2_rep_0156	DTT_famc1
rph7_rep_0402	DTT_famn6
rph7_rep_0411	DTT_famn6
ctgI_rep_0018	DTT_famn6
ctgB_rep_0078	DTT_famn6
rph7_rep_0167	DTT_famn6
ctgF_rep_0324	DTT_famn6
ctgB_rep_0062	DTT_famn6
rph7_rep_0078	DTT_famn6
sr2_rep_0107	DTT_famn6
ctgF_rep_0410	DTT_famn6
ctgF_rep_0064	DTT_famn6
ctgF_rep_0360	DTT_famn6
rph7_rep_00677	DTT_famn6
ctgC_rep_0096	DTT_famn6
ctgF_rep_0211	DTT_famn6
ctgD_rep_0172	RLC_famc14
ctgD_rep_0314	DTM_famc2
ctgA_rep_0266	RLX_famc10.1
sr2_rep_0151	RLX_famc10.1
rph7_rep_0564	RLX_famc9
rph7_rep_0558	RLX_famc9
ctgF_rep_0314	DTC_famc5
ctgF_rep_0265	DTC_famc5
ctgF_rep_0304	DTC_famc5
sr2_rep_0021	DTC_famc5
ctgF_rep_0291	DTC_famc5
rph7_rep_0433	DTC_famc5
rph7_rep_0098	DTC_famc5
rph7_rep_0306	DTC_famc5
rph7_rep_0207	RLG_famc5.4
ctgE_rep_0038	RLG_famc5.4
rph7_rep_0203	RLG_famc5.4
rph7_rep_0479	RLG_famc5.4
ctgA_rep_0413	RLG_famc5.3
ctgG_rep_0132	RLG_famc5.4
ctgD_rep_0221	RLG_famc5.4
ctgD_rep_0114	RLG_famc5.4
ctgC_rep_0013	RLG_famc5.4
ctgG_rep_0016	RLG_famc5.3
ctgB_rep_0045	RLG_famc5.4
ctgB_rep_0181	RLG_famc5.3
ctgB_rep_0075	RLG_famc5.4
ctgB_rep_0018	RLG_famc5.4
ctgA_rep_0457	RLG_famc5.4
rph7_rep_0383	RLG_famc5.4
ctgA_rep_0235	RLG_famc5.4
ctgH_rep_0134	RLG_famc5.4
ctgE_rep_0014	RLG_famc5.4
ctgH_rep_0029	RLG_famc5.3
ctgA_rep_0346	RLG_famc5.3
ctgA_rep_0340	RLG_famc5.4
ctgH_rep_0279	RLG_famc5.4
ctgA_rep_0228	RLG_famc5.4
ctgD_rep_0132	RLG_famc5.4
ctgE_rep_0065	RLG_famc5.4
ctgD_rep_0324	RLG_famc5.4
ctgD_rep_0205	RLG_famc5.4
sr2_rep_0144	RLC_famc1.3
sr2_rep_0019	RLC_famc1.3
ctgB_rep_0057	RLC_famc1.2
ctgA_rep_0152	RLC_famc1.2
sr2_rep_0060	RLC_famc1.3
ctgF_rep_0342	RLC_famc1.3
ctgF_rep_0333	RLC_famc1.3
rph7_rep_0427	RLC_famc1.3
sr2_rep_0098	RLC_famc1.2
ctgA_rep_0129	RLC_famc1.2
ctgE_rep_0008	RLC_famc1.2
ctgA_rep_0110	RLC_famc1.3
ctgE_rep_0026	RLC_famc1.3
ctgA_rep_0106	RLC_famc1.2
ctgF_rep_0078	RLC_famc1.2
ctgI_rep_0079	RLC_famc1.2
ctgB_rep_0115	RLC_famc1.2
ctgC_rep_0078	RLC_famc1.2
ctgB_rep_0221	RLC_famc1.3
rph7_rep_0041	RLC_famc1.2
ctgA_rep_0471	RLC_famc1.3
rph7_rep_0338	RLC_famc1.3
ctgF_rep_0180	RLC_famc1.3
rph7_rep_0241	RLC_famc1.2
ctgF_rep_0303	RLC_famc1.3
ctgA_rep_0400	RLC_famc1.2
ctgA_rep_0328	RLC_famc1.2
rph7_rep_0540	RLC_famc1.2
rph7_rep_0518	RLC_famc1.3
ctgH_rep_0120	RLC_famc1.3
ctgA_rep_0283	RLC_famc1.2
rph7_rep_0300	RLC_famc1.3
rph7_rep_0210	RLC_famc1.3
ctgH_rep_0135	RLC_famc1.3
ctgH_rep_0138	RLC_famc1.3
ctgH_rep_0318	RLC_famc1.2
ctgD_rep_0319	RLC_famc1.2
ctgA_rep_0124	RLC_famc1.3
ctgH_rep_0233	RLC_famc1.2
ctgA_rep_0119	RLC_famc1.3
ctgD_rep_0280	RLC_famc1.3
ctgD_rep_0333	RLC_famc1.3
ctgH_rep_0190	RLC_famc1.3
ctgH_rep_0141	RLC_famc1.3
ctgE_rep_0032	RLC_famc1.3
ctgB_rep_0229	RLC_famc1.3
ctgA_rep_0087	RLC_famc1.2
ctgB_rep_0236	RLC_famc1.3
ctgF_rep_0120	RLC_famc1.2
ctgA_rep_0445	RLC_famc1.2
ctgF_rep_0070	RLC_famc1.2
ctgF_rep_0071	RLC_famc1.2
rph7_rep_0397	RLC_famc1.3
rph7_rep_0543	RLC_famc1.2
rph7_rep_0231	RLC_famc1.2
ctgH_rep_0259	RLC_famc1.2
rph7_rep_0586	RLC_famc1.2
ctgF_rep_0117	RLC_famc1.2
sr2_rep_0251	RLC_famc1.2
ctgE_rep_0017	RLC_famc1.3
rph7_rep_0428	RLC_famc1.3
ctgE_rep_0093	RLC_famc1.2
sr2_rep_0051	RLC_famc1.3
ctgA_rep_0102	RLC_famc1.3
ctgE_rep_0086	RLC_famc1.2
ctgF_rep_0409	RLC_famc1.2
rph7_rep_0581	RLC_famc1.2
ctgA_rep_0337	RLC_famc1.3
sr2_rep_0065	RLC_famc1.3
ctgD_rep_0248	RLC_famc1.2
ctgE_rep_0127	RLC_famc1.2
ctgL_rep_0063	RLC_famc1.3
ctgB_rep_0025	RLC_famc1.3
ctgB_rep_0050	RLC_famc1.2
rph7_rep_0432	RLC_famc1.3
sr2_rep_0089	XXX_famc31
ctgF_rep_0292	RLG_famc6.3
ctgB_rep_0225	RLG_famc6.1
ctgH_rep_0044	RLG_famc6.3
ctgD_rep_0130	RLG_famc6.3
ctgA_rep_0452	RLG_famc6.3
ctgA_rep_0068	RLG_famc5.1
ctgA_rep_0064	RLG_famc5.1
rph7_rep_0191	RLG_famc6.3
ctgB_rep_0208	RLG_famc6.1
ctgF_rep_0159	RLG_famc6.1
ctgB_rep_0150	RLG_famc6.3
ctgH_rep_0072	RLG_famc6.1
ctgH_rep_0079	RLG_famc6.3
ctgF_rep_0058	RLG_famc6.1
ctgF_rep_0388	RLG_famc6.1
ctgD_rep_0278	RLG_famc6.1
ctgF_rep_0107	RLG_famc5.1
ctgG_rep_0106	RLG_famc5.1
ctgF_rep_0364	RLG_famc5.1
ctgE_rep_0085	RLG_famc6.3
ctgA_rep_0071	RLG_famc6.3
ctgG_rep_0152	RLG_famc6.3
ctgF_rep_0203	RLG_famc6.3
ctgF_rep_0143	RLG_famc6.3
ctgF_rep_0142	RLG_famc6.1
ctgD_rep_0108	RLG_famc6.3
rph7_rep_0510	RLG_famc6.3
ctgA_rep_0342	RLG_famc6.1
ctgI_rep_0047	RLG_famc6.3
ctgC_rep_0057	RLG_famc5.1
ctgF_rep_0051	RLG_famc5.1
ctgD_rep_0269	RLG_famc5.1
ctgH_rep_0276	RLG_famc6.3
ctgF_rep_0036	RLG_famc6.3
ctgA_rep_0076	RLG_famc6.3
ctgF_rep_0389	RLG_famc6.3
sr2_rep_0242	XXX_famn1
ctgL_rep_0053	RLX_famc6
ctgA_rep_0430	RLX_famc6
ctgB_rep_0226	RLX_famc6
ctgD_rep_0332	RLX_famc6
ctgA_rep_0391	RLX_famc4
rph7_rep_0511	RLX_famc6
ctgI_rep_0134	RLX_famc6
sr2_rep_0106	XXX_famc32
sr2_rep_0111	XXX_famc13
rph7_rep_0011	DTX_famn9
ctgF_rep_0354	DTH_famn4
ctgD_rep_0067	DTH_famn4
sr2_rep_0255	DTX_famc12
